"anio","mes","semana","cliente","ticket","categorias","productos_unicos","segmento"
2020,3,3,"adef_04",2100,18,27,"A"
2020,3,4,"adef_04",2100,18,27,"A"
2020,4,1,"adef_04",2100,18,27,"A"
2020,4,2,"adef_04",2100,18,27,"A"
2020,4,3,"adef_04",2100,18,27,"A"
2020,4,4,"adef_04",2100,18,27,"A"
2020,5,1,"adef_04",1500,12,18,"B"
2020,5,2,"adef_04",1500,12,18,"B"
2020,5,3,"adef_04",1500,12,18,"B"
2020,5,4,"adef_04",1500,12,18,"B"
2020,6,1,"adef_04",1500,12,18,"B"
2020,6,2,"adef_04",1500,12,18,"B"
2020,6,3,"adef_04",1500,12,18,"B"
2020,6,4,"adef_04",1500,12,18,"B"
2020,7,1,"adef_04",1500,12,18,"B"
2020,7,2,"adef_04",1500,12,18,"B"
2020,7,3,"adef_04",1500,12,18,"B"
2020,7,4,"adef_04",1500,12,18,"B"
2020,8,1,"adef_04",1500,12,18,"A"
2020,8,2,"adef_04",1500,12,18,"A"
2020,8,3,"adef_04",1500,12,18,"A"
2020,8,4,"adef_04",1500,12,18,"A"
2020,9,1,"adef_04",2400,27,45,"A"
2020,9,2,"adef_04",2700,27,45,"A"
2020,9,3,"adef_04",2400,27,45,"A"
2020,9,4,"adef_04",2700,27,45,"A"
2020,10,1,"adef_04",2400,27,45,"A"
2020,10,2,"adef_04",2700,27,45,"A"
2020,10,3,"adef_04",2400,27,45,"A"
2020,10,4,"adef_04",2700,27,45,"A"
2020,11,1,"adef_04",2400,27,45,"A"
2020,11,2,"adef_04",2700,27,45,"A"
2020,11,3,"adef_04",2400,27,45,"A"
2020,11,4,"adef_04",2700,27,45,"A"
2020,12,1,"adef_04",2400,27,45,"A"
2020,12,2,"adef_04",2700,27,45,"A"
2020,12,3,"adef_04",2400,27,45,"A"
2020,12,4,"adef_04",2700,27,45,"A"
2020,1,1,"adef_05",2100,18,27,"A"
2020,1,2,"adef_05",2100,18,27,"A"
2020,1,3,"adef_05",2100,18,27,"A"
2020,1,4,"adef_05",2100,18,27,"A"
2020,2,1,"adef_05",2100,18,27,"A"
2020,2,2,"adef_05",2100,18,27,"A"
2020,2,3,"adef_05",2100,18,27,"A"
2020,2,4,"adef_05",2100,18,27,"A"
2020,3,1,"adef_05",2100,18,27,"A"
2020,3,2,"adef_05",2100,18,27,"A"
2020,3,3,"adef_05",2100,18,27,"A"
2020,3,4,"adef_05",2100,18,27,"A"
2020,4,1,"adef_05",2100,18,27,"A"
2020,4,2,"adef_05",2100,18,27,"A"
2020,4,3,"adef_05",2100,18,27,"A"
2020,4,4,"adef_05",2100,18,27,"A"
2020,5,1,"adef_05",1500,12,18,"B"
2020,5,2,"adef_05",1500,12,18,"B"
2020,5,3,"adef_05",1500,12,18,"B"
2020,5,4,"adef_05",1500,12,18,"B"
2020,6,1,"adef_05",1500,12,18,"B"
2020,6,2,"adef_05",1500,12,18,"B"
2020,6,3,"adef_05",1500,12,18,"B"
2020,6,4,"adef_05",1500,12,18,"B"
2020,7,1,"adef_05",1500,12,18,"B"
2020,7,2,"adef_05",1500,12,18,"B"
2020,7,3,"adef_05",1500,12,18,"B"
2020,7,4,"adef_05",1500,12,18,"B"
2020,8,1,"adef_05",1500,12,18,"A"
2020,8,2,"adef_05",1500,12,18,"A"
2020,8,3,"adef_05",1500,12,18,"A"
2020,8,4,"adef_05",1500,12,18,"A"
2020,9,1,"adef_05",2400,27,45,"A"
2020,9,2,"adef_05",2700,27,45,"A"
2020,9,3,"adef_05",2400,27,45,"A"
2020,9,4,"adef_05",2700,27,45,"A"
2020,10,1,"adef_05",2400,27,45,"A"
2020,10,2,"adef_05",2700,27,45,"A"
2020,10,3,"adef_05",2400,27,45,"A"
2020,10,4,"adef_05",2700,27,45,"A"
2020,11,1,"adef_05",2400,27,45,"A"
2020,11,2,"adef_05",2700,27,45,"A"
2020,11,3,"adef_05",2400,27,45,"A"
2020,11,4,"adef_05",2700,27,45,"A"
2020,12,1,"adef_05",2400,27,45,"A"
2020,12,2,"adef_05",2700,27,45,"A"
2020,12,3,"adef_05",2400,27,45,"A"
2020,12,4,"adef_05",2700,27,45,"A"
2020,1,1,"adef_06",2100,18,27,"A"
2020,1,2,"adef_06",2100,18,27,"A"
2020,1,3,"adef_06",2100,18,27,"A"
2020,1,4,"adef_06",2100,18,27,"A"
2020,2,1,"adef_06",2100,18,27,"A"
2020,2,2,"adef_06",2100,18,27,"A"
2020,2,3,"adef_06",2100,18,27,"A"
2020,2,4,"adef_06",2100,18,27,"A"
2020,3,1,"adef_06",2100,18,27,"A"
2020,3,2,"adef_06",2100,18,27,"A"
2020,3,3,"adef_06",2100,18,27,"A"
2020,3,4,"adef_06",2100,18,27,"A"
2020,4,1,"adef_06",2100,18,27,"A"
2020,4,2,"adef_06",2100,18,27,"A"
2020,4,3,"adef_06",2100,18,27,"A"
2020,4,4,"adef_06",2100,18,27,"A"
2020,5,1,"adef_06",1500,12,18,"B"
2020,5,2,"adef_06",1500,12,18,"B"
2020,5,3,"adef_06",1500,12,18,"B"
2020,5,4,"adef_06",1500,12,18,"B"
2020,6,1,"adef_06",1500,12,18,"B"
2020,6,2,"adef_06",1500,12,18,"B"
2020,6,3,"adef_06",1500,12,18,"B"
2020,6,4,"adef_06",1500,12,18,"B"
2020,7,1,"adef_06",1500,12,18,"B"
2020,7,2,"adef_06",1500,12,18,"B"
2020,7,3,"adef_06",1500,12,18,"B"
2020,7,4,"adef_06",1500,12,18,"B"
2020,8,1,"adef_06",1500,12,18,"A"
2020,8,2,"adef_06",1500,12,18,"A"
2020,8,3,"adef_06",1500,12,18,"A"
2020,8,4,"adef_06",1500,12,18,"A"
2020,9,1,"adef_06",2400,27,45,"A"
2020,9,2,"adef_06",2700,27,45,"A"
2020,9,3,"adef_06",2400,27,45,"A"
2020,9,4,"adef_06",2700,27,45,"A"
2020,10,1,"adef_06",2400,27,45,"A"
2020,10,2,"adef_06",2700,27,45,"A"
2020,10,3,"adef_06",2400,27,45,"A"
2020,10,4,"adef_06",2700,27,45,"A"
2020,11,1,"adef_06",2400,27,45,"A"
2020,11,2,"adef_06",2700,27,45,"A"
2020,11,3,"adef_06",2400,27,45,"A"
2020,11,4,"adef_06",2700,27,45,"A"
2020,12,1,"adef_06",2400,27,45,"A"
2020,12,2,"adef_06",2700,27,45,"A"
2020,12,3,"adef_06",2400,27,45,"A"
2020,12,4,"adef_06",2700,27,45,"A"
2020,1,1,"adef_07",2100,18,27,"A"
2020,1,2,"adef_07",2100,18,27,"A"
2020,1,3,"adef_07",2100,18,27,"A"
2020,1,4,"adef_07",2100,18,27,"A"
2020,2,1,"adef_07",2100,18,27,"A"
2020,2,2,"adef_07",2100,18,27,"A"
2020,2,3,"adef_07",2100,18,27,"A"
2020,2,4,"adef_07",2100,18,27,"A"
2020,3,1,"adef_07",2100,18,27,"A"
2020,3,2,"adef_07",2100,18,27,"A"
2020,3,3,"adef_07",2100,18,27,"A"
2020,3,4,"adef_07",2100,18,27,"A"
2020,4,1,"adef_07",2100,18,27,"A"
2020,4,2,"adef_07",2100,18,27,"A"
2020,4,3,"adef_07",2100,18,27,"A"
2020,4,4,"adef_07",2100,18,27,"A"
2020,5,1,"adef_07",1500,12,18,"B"
2020,5,2,"adef_07",1500,12,18,"B"
2020,5,3,"adef_07",1500,12,18,"B"
2020,5,4,"adef_07",1500,12,18,"B"
2020,6,1,"adef_07",1500,12,18,"B"
2020,6,2,"adef_07",1500,12,18,"B"
2020,6,3,"adef_07",1500,12,18,"B"
2020,6,4,"adef_07",1500,12,18,"B"
2020,7,1,"adef_07",1500,12,18,"B"
2020,7,2,"adef_07",1500,12,18,"B"
2020,7,3,"adef_07",1500,12,18,"B"
2020,7,4,"adef_07",1500,12,18,"B"
2020,8,1,"adef_07",1500,12,18,"A"
2020,8,2,"adef_07",1500,12,18,"A"
2020,8,3,"adef_07",1500,12,18,"A"
2020,8,4,"adef_07",1500,12,18,"A"
2020,9,1,"adef_07",2400,27,45,"A"
2020,9,2,"adef_07",2700,27,45,"A"
2020,9,3,"adef_07",2400,27,45,"A"
2020,9,4,"adef_07",2700,27,45,"A"
2020,10,1,"adef_07",2400,27,45,"A"
2020,10,2,"adef_07",2700,27,45,"A"
2020,10,3,"adef_07",2400,27,45,"A"
2020,10,4,"adef_07",2700,27,45,"A"
2020,11,1,"adef_07",2400,27,45,"A"
2020,11,2,"adef_07",2700,27,45,"A"
2020,11,3,"adef_07",2400,27,45,"A"
2020,11,4,"adef_07",2700,27,45,"A"
2020,12,1,"adef_07",2400,27,45,"A"
2020,12,2,"adef_07",2700,27,45,"A"
2020,12,3,"adef_07",2400,27,45,"A"
2020,12,4,"adef_07",2700,27,45,"A"
2020,1,1,"adef_08",2100,18,27,"A"
2020,1,2,"adef_08",2100,18,27,"A"
2020,1,3,"adef_08",2100,18,27,"A"
2020,1,4,"adef_08",2100,18,27,"A"
2020,2,1,"adef_08",2100,18,27,"A"
2020,2,2,"adef_08",2100,18,27,"A"
2020,2,3,"adef_08",2100,18,27,"A"
2020,2,4,"adef_08",2100,18,27,"A"
2020,3,1,"adef_08",2100,18,27,"A"
2020,3,2,"adef_08",2100,18,27,"A"
2020,3,3,"adef_08",2100,18,27,"A"
2020,3,4,"adef_08",2100,18,27,"A"
2020,4,1,"adef_08",2100,18,27,"A"
2020,4,2,"adef_08",2100,18,27,"A"
2020,4,3,"adef_08",2100,18,27,"A"
2020,4,4,"adef_08",2100,18,27,"A"
2020,5,1,"adef_08",1500,12,18,"B"
2020,5,2,"adef_08",1500,12,18,"B"
2020,5,3,"adef_08",1500,12,18,"B"
2020,5,4,"adef_08",1500,12,18,"B"
2020,6,1,"adef_08",1500,12,18,"B"
2020,6,2,"adef_08",1500,12,18,"B"
2020,6,3,"adef_08",1500,12,18,"B"
2020,6,4,"adef_08",1500,12,18,"B"
2020,7,1,"adef_08",1500,12,18,"B"
2020,7,2,"adef_08",1500,12,18,"B"
2020,7,3,"adef_08",1500,12,18,"B"
2020,7,4,"adef_08",1500,12,18,"B"
2020,8,1,"adef_08",1500,12,18,"A"
2020,8,2,"adef_08",1500,12,18,"A"
2020,8,3,"adef_08",1500,12,18,"A"
2020,8,4,"adef_08",1500,12,18,"A"
2020,9,1,"adef_08",2400,27,45,"A"
2020,9,2,"adef_08",2700,27,45,"A"
2020,9,3,"adef_08",2400,27,45,"A"
2020,9,4,"adef_08",2700,27,45,"A"
2020,10,1,"adef_08",2400,27,45,"A"
2020,10,2,"adef_08",2700,27,45,"A"
2020,10,3,"adef_08",2400,27,45,"A"
2020,10,4,"adef_08",2700,27,45,"A"
2020,11,1,"adef_08",2400,27,45,"A"
2020,11,2,"adef_08",2700,27,45,"A"
2020,11,3,"adef_08",2400,27,45,"A"
2020,11,4,"adef_08",2700,27,45,"A"
2020,12,1,"adef_08",2400,27,45,"A"
2020,12,2,"adef_08",2700,27,45,"A"
2020,12,3,"adef_08",2400,27,45,"A"
2020,12,4,"adef_08",2700,27,45,"A"
2020,1,1,"adef_09",2100,18,27,"A"
2020,1,2,"adef_09",2100,18,27,"A"
2020,1,3,"adef_09",2100,18,27,"A"
2020,1,4,"adef_09",2100,18,27,"A"
2020,2,1,"adef_09",2100,18,27,"A"
2020,2,2,"adef_09",2100,18,27,"A"
2020,2,3,"adef_09",2100,18,27,"A"
2020,2,4,"adef_09",2100,18,27,"A"
2020,3,1,"adef_09",2100,18,27,"A"
2020,3,2,"adef_09",2100,18,27,"A"
2020,3,3,"adef_09",2100,18,27,"A"
2020,3,4,"adef_09",2100,18,27,"A"
2020,4,1,"adef_09",2100,18,27,"A"
2020,4,2,"adef_09",2100,18,27,"A"
2020,4,3,"adef_09",2100,18,27,"A"
2020,4,4,"adef_09",2100,18,27,"A"
2020,5,1,"adef_09",1500,12,18,"B"
2020,5,2,"adef_09",1500,12,18,"B"
2020,5,3,"adef_09",1500,12,18,"B"
2020,5,4,"adef_09",1500,12,18,"B"
2020,6,1,"adef_09",1500,12,18,"B"
2020,6,2,"adef_09",1500,12,18,"B"
2020,6,3,"adef_09",1500,12,18,"B"
2020,6,4,"adef_09",1500,12,18,"B"
2020,7,1,"adef_09",1500,12,18,"B"
2020,7,2,"adef_09",1500,12,18,"B"
2020,7,3,"adef_09",1500,12,18,"B"
2020,7,4,"adef_09",1500,12,18,"B"
2020,8,1,"adef_09",1500,12,18,"A"
2020,8,2,"adef_09",1500,12,18,"A"
2020,8,3,"adef_09",1500,12,18,"A"
2020,8,4,"adef_09",1500,12,18,"A"
2020,9,1,"adef_09",2400,27,45,"A"
2020,9,2,"adef_09",2700,27,45,"A"
2020,9,3,"adef_09",2400,27,45,"A"
2020,9,4,"adef_09",2700,27,45,"A"
2020,10,1,"adef_09",2400,27,45,"A"
2020,10,2,"adef_09",2700,27,45,"A"
2020,10,3,"adef_09",2400,27,45,"A"
2020,10,4,"adef_09",2700,27,45,"A"
2020,11,1,"adef_09",2400,27,45,"A"
2020,11,2,"adef_09",2700,27,45,"A"
2020,11,3,"adef_09",2400,27,45,"A"
2020,11,4,"adef_09",2700,27,45,"A"
2020,12,1,"adef_09",2400,27,45,"A"
2020,12,2,"adef_09",2700,27,45,"A"
2020,12,3,"adef_09",2400,27,45,"A"
2020,12,4,"adef_09",2700,27,45,"A"
2020,1,1,"adef_010",2100,18,27,"A"
2020,1,2,"adef_010",2100,18,27,"A"
2020,1,3,"adef_010",2100,18,27,"A"
2020,1,4,"adef_010",2100,18,27,"A"
2020,2,1,"adef_010",2100,18,27,"A"
2020,2,2,"adef_010",2100,18,27,"A"
2020,2,3,"adef_010",2100,18,27,"A"
2020,2,4,"adef_010",2100,18,27,"A"
2020,3,1,"adef_010",2100,18,27,"A"
2020,3,2,"adef_010",2100,18,27,"A"
2020,3,3,"adef_010",2100,18,27,"A"
2020,3,4,"adef_010",2100,18,27,"A"
2020,4,1,"adef_010",2100,18,27,"A"
2020,4,2,"adef_010",2100,18,27,"A"
2020,4,3,"adef_010",2100,18,27,"A"
2020,4,4,"adef_010",2100,18,27,"A"
2020,5,1,"adef_010",1500,12,18,"B"
2020,5,2,"adef_010",1500,12,18,"B"
2020,5,3,"adef_010",1500,12,18,"B"
2020,5,4,"adef_010",1500,12,18,"B"
2020,6,1,"adef_010",1500,12,18,"B"
2020,6,2,"adef_010",1500,12,18,"B"
2020,6,3,"adef_010",1500,12,18,"B"
2020,6,4,"adef_010",1500,12,18,"B"
2020,7,1,"adef_010",1500,12,18,"B"
2020,7,2,"adef_010",1500,12,18,"B"
2020,7,3,"adef_010",1500,12,18,"B"
2020,7,4,"adef_010",1500,12,18,"B"
2020,8,1,"adef_010",1500,12,18,"A"
2020,8,2,"adef_010",1500,12,18,"A"
2020,8,3,"adef_010",1500,12,18,"A"
2020,8,4,"adef_010",1500,12,18,"A"
2020,9,1,"adef_010",2400,27,45,"A"
2020,9,2,"adef_010",2700,27,45,"A"
2020,9,3,"adef_010",2400,27,45,"A"
2020,9,4,"adef_010",2700,27,45,"A"
2020,10,1,"adef_010",2400,27,45,"A"
2020,10,2,"adef_010",2700,27,45,"A"
2020,10,3,"adef_010",2400,27,45,"A"
2020,10,4,"adef_010",2700,27,45,"A"
2020,11,1,"adef_010",2400,27,45,"A"
2020,11,2,"adef_010",2700,27,45,"A"
2020,11,3,"adef_010",2400,27,45,"A"
2020,11,4,"adef_010",2700,27,45,"A"
2020,12,1,"adef_010",2400,27,45,"A"
2020,12,2,"adef_010",2700,27,45,"A"
2020,12,3,"adef_010",2400,27,45,"A"
2020,12,4,"adef_010",2700,27,45,"A"
2020,1,1,"adef_011",2100,18,27,"A"
2020,1,2,"adef_011",2100,18,27,"A"
2020,1,3,"adef_011",2100,18,27,"A"
2020,1,4,"adef_011",2100,18,27,"A"
2020,2,1,"adef_011",2100,18,27,"A"
2020,2,2,"adef_011",2100,18,27,"A"
2020,2,3,"adef_011",2100,18,27,"A"
2020,2,4,"adef_011",2100,18,27,"A"
2020,3,1,"adef_011",2100,18,27,"A"
2020,3,2,"adef_011",2100,18,27,"A"
2020,3,3,"adef_011",2100,18,27,"A"
2020,3,4,"adef_011",2100,18,27,"A"
2020,4,1,"adef_011",2100,18,27,"A"
2020,4,2,"adef_011",2100,18,27,"A"
2020,4,3,"adef_011",2100,18,27,"A"
2020,4,4,"adef_011",2100,18,27,"A"
2020,5,1,"adef_011",1500,12,18,"B"
2020,5,2,"adef_011",1500,12,18,"B"
2020,5,3,"adef_011",1500,12,18,"B"
2020,5,4,"adef_011",1500,12,18,"B"
2020,6,1,"adef_011",1500,12,18,"B"
2020,6,2,"adef_011",1500,12,18,"B"
2020,6,3,"adef_011",1500,12,18,"B"
2020,6,4,"adef_011",1500,12,18,"B"
2020,7,1,"adef_011",1500,12,18,"B"
2020,7,2,"adef_011",1500,12,18,"B"
2020,7,3,"adef_011",1500,12,18,"B"
2020,7,4,"adef_011",1500,12,18,"B"
2020,8,1,"adef_011",1500,12,18,"A"
2020,8,2,"adef_011",1500,12,18,"A"
2020,8,3,"adef_011",1500,12,18,"A"
2020,8,4,"adef_011",1500,12,18,"A"
2020,9,1,"adef_011",2400,27,45,"A"
2020,9,2,"adef_011",2700,27,45,"A"
2020,9,3,"adef_011",2400,27,45,"A"
2020,9,4,"adef_011",2700,27,45,"A"
2020,10,1,"adef_011",2400,27,45,"A"
2020,10,2,"adef_011",2700,27,45,"A"
2020,10,3,"adef_011",2400,27,45,"A"
2020,10,4,"adef_011",2700,27,45,"A"
2020,11,1,"adef_011",2400,27,45,"A"
2020,11,2,"adef_011",2700,27,45,"A"
2020,11,3,"adef_011",2400,27,45,"A"
2020,11,4,"adef_011",2700,27,45,"A"
2020,12,1,"adef_011",2400,27,45,"A"
2020,12,2,"adef_011",2700,27,45,"A"
2020,12,3,"adef_011",2400,27,45,"A"
2020,12,4,"adef_011",2700,27,45,"A"
2020,1,1,"adef_012",2100,18,27,"A"
2020,1,2,"adef_012",2100,18,27,"A"
2020,1,3,"adef_012",2100,18,27,"A"
2020,1,4,"adef_012",2100,18,27,"A"
2020,2,1,"adef_012",2100,18,27,"A"
2020,2,2,"adef_012",2100,18,27,"A"
2020,2,3,"adef_012",2100,18,27,"A"
2020,2,4,"adef_012",2100,18,27,"A"
2020,3,1,"adef_012",2100,18,27,"A"
2020,3,2,"adef_012",2100,18,27,"A"
2020,3,3,"adef_012",2100,18,27,"A"
2020,3,4,"adef_012",2100,18,27,"A"
2020,4,1,"adef_012",2100,18,27,"A"
2020,4,2,"adef_012",2100,18,27,"A"
2020,4,3,"adef_012",2100,18,27,"A"
2020,4,4,"adef_012",2100,18,27,"A"
2020,5,1,"adef_012",1500,12,18,"B"
2020,5,2,"adef_012",1500,12,18,"B"
2020,5,3,"adef_012",1500,12,18,"B"
2020,5,4,"adef_012",1500,12,18,"B"
2020,6,1,"adef_012",1500,12,18,"B"
2020,6,2,"adef_012",1500,12,18,"B"
2020,6,3,"adef_012",1500,12,18,"B"
2020,6,4,"adef_012",1500,12,18,"B"
2020,7,1,"adef_012",1500,12,18,"B"
2020,7,2,"adef_012",1500,12,18,"B"
2020,7,3,"adef_012",1500,12,18,"B"
2020,7,4,"adef_012",1500,12,18,"B"
2020,8,1,"adef_012",1500,12,18,"A"
2020,8,2,"adef_012",1500,12,18,"A"
2020,8,3,"adef_012",1500,12,18,"A"
2020,8,4,"adef_012",1500,12,18,"A"
2020,9,1,"adef_012",2400,27,45,"A"
2020,9,2,"adef_012",2700,27,45,"A"
2020,9,3,"adef_012",2400,27,45,"A"
2020,9,4,"adef_012",2700,27,45,"A"
2020,10,1,"adef_012",2400,27,45,"A"
2020,10,2,"adef_012",2700,27,45,"A"
2020,10,3,"adef_012",2400,27,45,"A"
2020,10,4,"adef_012",2700,27,45,"A"
2020,11,1,"adef_012",2400,27,45,"A"
2020,11,2,"adef_012",2700,27,45,"A"
2020,11,3,"adef_012",2400,27,45,"A"
2020,11,4,"adef_012",2700,27,45,"A"
2020,12,1,"adef_012",2400,27,45,"A"
2020,12,2,"adef_012",2700,27,45,"A"
2020,12,3,"adef_012",2400,27,45,"A"
2020,12,4,"adef_012",2700,27,45,"A"
2020,1,1,"adef_013",2100,18,27,"A"
2020,1,2,"adef_013",2100,18,27,"A"
2020,1,3,"adef_013",2100,18,27,"A"
2020,1,4,"adef_013",2100,18,27,"A"
