RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
BARES Y CAFES;161;2016;3;1
COMIDA AL PASO;161;2016;2;1
FERRETERIA Y CONSTRUCCION;161;2016;1;1
FERRETERIA Y CONSTRUCCION;161;2016;2;1
FERRETERIA Y CONSTRUCCION;161;2016;3;1
INDUMENTARIA;161;2016;1;1
INDUMENTARIA;161;2016;2;1
INSUMOS PARA EL HOGAR;161;2016;1;1
INSUMOS PARA EL HOGAR;161;2016;3;1
MUSICA Y LIBRERIA;161;2016;2;1
OPTICA Y JOYERIAS;161;2016;1;1
RESTAURANTES;161;2016;2;1
SALUD Y COSMETICA;161;2016;1;1
SALUD Y COSMETICA;161;2016;2;1
SUPERMERCADOS Y ALMACENES;161;2016;1;1
SUPERMERCADOS Y ALMACENES;161;2016;2;1
VETERINARIA;161;2016;1;1
BARES Y CAFES;160;2016;1;1
BARES Y CAFES;160;2016;2;1
BARES Y CAFES;160;2016;3;1
CARNES Y VERDURAS;160;2016;1;1
CARNES Y VERDURAS;160;2016;2;1
CARNES Y VERDURAS;160;2016;3;1
COMIDA AL PASO;160;2016;1;1
COMIDA AL PASO;160;2016;3;1
FERRETERIA Y CONSTRUCCION;160;2016;1;1
FERRETERIA Y CONSTRUCCION;160;2016;2;1
FERRETERIA Y CONSTRUCCION;160;2016;3;1
FIAMBRERIAS Y DIETETICAS;160;2016;1;1
FIAMBRERIAS Y DIETETICAS;160;2016;2;1
FIAMBRERIAS Y DIETETICAS;160;2016;3;1
INDUMENTARIA;160;2016;1;2
INDUMENTARIA;160;2016;2;1
INDUMENTARIA;160;2016;3;1
INSTITUCIONES DEPORTIVAS;160;2016;1;1
INSTITUCIONES DEPORTIVAS;160;2016;3;1
INSUMOS PARA EL HOGAR;160;2016;1;1
INSUMOS PARA EL HOGAR;160;2016;3;1
KIOSCOS Y LOTERIAS;160;2016;1;1
KIOSCOS Y LOTERIAS;160;2016;2;1
KIOSCOS Y LOTERIAS;160;2016;3;1
MUSICA Y LIBRERIA;160;2016;1;1
OPTICA Y JOYERIAS;160;2016;1;1
OPTICA Y JOYERIAS;160;2016;2;1
OPTICA Y JOYERIAS;160;2016;3;1
PANADERIAS;160;2016;2;1
RESTAURANTES;160;2016;1;1
RESTAURANTES;160;2016;2;1
RESTAURANTES;160;2016;3;1
SALUD Y COSMETICA;160;2016;1;2
SALUD Y COSMETICA;160;2016;2;2
SALUD Y COSMETICA;160;2016;3;1
SUPERMERCADOS Y ALMACENES;160;2016;1;1
SUPERMERCADOS Y ALMACENES;160;2016;2;1
SUPERMERCADOS Y ALMACENES;160;2016;3;1
TRATAMIENTOS ESTETICOS;160;2016;1;1
TRATAMIENTOS ESTETICOS;160;2016;2;1
TRATAMIENTOS ESTETICOS;160;2016;3;1
VETERINARIA;160;2016;1;1
VETERINARIA;160;2016;3;1
BARES Y CAFES;159;2016;1;1
BARES Y CAFES;159;2016;3;1
CARNES Y VERDURAS;159;2016;1;1
COMIDA AL PASO;159;2016;1;1
COMIDA AL PASO;159;2016;2;1
FERRETERIA Y CONSTRUCCION;159;2016;1;1
FERRETERIA Y CONSTRUCCION;159;2016;2;1
FERRETERIA Y CONSTRUCCION;159;2016;3;1
FIAMBRERIAS Y DIETETICAS;159;2016;1;1
FIAMBRERIAS Y DIETETICAS;159;2016;2;1
FIAMBRERIAS Y DIETETICAS;159;2016;3;1
INDUMENTARIA;159;2016;1;1
INDUMENTARIA;159;2016;2;1
INDUMENTARIA;159;2016;3;1
INSTITUCIONES DEPORTIVAS;159;2016;1;1
INSTITUCIONES DEPORTIVAS;159;2016;3;1
INSUMOS PARA EL HOGAR;159;2016;1;1
INSUMOS PARA EL HOGAR;159;2016;2;1
KIOSCOS Y LOTERIAS;159;2016;1;1
KIOSCOS Y LOTERIAS;159;2016;3;1
MUSICA Y LIBRERIA;159;2016;2;1
MUSICA Y LIBRERIA;159;2016;3;1
OPTICA Y JOYERIAS;159;2016;1;1
OPTICA Y JOYERIAS;159;2016;2;1
PANADERIAS;159;2016;1;1
RESTAURANTES;159;2016;1;1
RESTAURANTES;159;2016;2;1
SALUD Y COSMETICA;159;2016;1;2
SALUD Y COSMETICA;159;2016;2;3
SALUD Y COSMETICA;159;2016;3;1
SUPERMERCADOS Y ALMACENES;159;2016;1;1
SUPERMERCADOS Y ALMACENES;159;2016;3;1
TRATAMIENTOS ESTETICOS;159;2016;1;1
TRATAMIENTOS ESTETICOS;159;2016;2;1
VETERINARIA;159;2016;1;1
CARNES Y VERDURAS;158;2016;2;1
COMIDA AL PASO;158;2016;2;1
COMIDA AL PASO;158;2016;3;1
FERRETERIA Y CONSTRUCCION;158;2016;1;1
FERRETERIA Y CONSTRUCCION;158;2016;3;1
FIAMBRERIAS Y DIETETICAS;158;2016;1;1
FIAMBRERIAS Y DIETETICAS;158;2016;2;1
FIAMBRERIAS Y DIETETICAS;158;2016;3;1
INDUMENTARIA;158;2016;1;1
INDUMENTARIA;158;2016;2;1
INDUMENTARIA;158;2016;3;1
INSTITUCIONES DEPORTIVAS;158;2016;2;1
INSUMOS PARA EL HOGAR;158;2016;1;1
INSUMOS PARA EL HOGAR;158;2016;2;1
KIOSCOS Y LOTERIAS;158;2016;1;1
KIOSCOS Y LOTERIAS;158;2016;2;1
MUSICA Y LIBRERIA;158;2016;1;1
MUSICA Y LIBRERIA;158;2016;2;1
MUSICA Y LIBRERIA;158;2016;3;1
OPTICA Y JOYERIAS;158;2016;1;1
OPTICA Y JOYERIAS;158;2016;2;1
OPTICA Y JOYERIAS;158;2016;3;1
PANADERIAS;158;2016;1;1
RESTAURANTES;158;2016;1;1
RESTAURANTES;158;2016;2;1
SALUD Y COSMETICA;158;2016;1;1
SALUD Y COSMETICA;158;2016;2;1
SALUD Y COSMETICA;158;2016;3;1
SUPERMERCADOS Y ALMACENES;158;2016;1;1
SUPERMERCADOS Y ALMACENES;158;2016;3;1
TRATAMIENTOS ESTETICOS;158;2016;2;1
TRATAMIENTOS ESTETICOS;158;2016;3;1
BARES Y CAFES;157;2016;1;1
BARES Y CAFES;157;2016;2;1
BARES Y CAFES;157;2016;3;1
COMIDA AL PASO;157;2016;1;1
COMIDA AL PASO;157;2016;2;1
COMIDA AL PASO;157;2016;3;1
FERRETERIA Y CONSTRUCCION;157;2016;1;1
FIAMBRERIAS Y DIETETICAS;157;2016;1;1
FIAMBRERIAS Y DIETETICAS;157;2016;2;1
FIAMBRERIAS Y DIETETICAS;157;2016;3;1
INDUMENTARIA;157;2016;3;1
KIOSCOS Y LOTERIAS;157;2016;1;1
KIOSCOS Y LOTERIAS;157;2016;2;1
KIOSCOS Y LOTERIAS;157;2016;3;1
MUSICA Y LIBRERIA;157;2016;1;1
MUSICA Y LIBRERIA;157;2016;2;1
OPTICA Y JOYERIAS;157;2016;1;1
OPTICA Y JOYERIAS;157;2016;2;1
PANADERIAS;157;2016;3;1
RESTAURANTES;157;2016;2;1
RESTAURANTES;157;2016;3;1
SALUD Y COSMETICA;157;2016;1;1
SALUD Y COSMETICA;157;2016;2;1
SUPERMERCADOS Y ALMACENES;157;2016;2;1
SUPERMERCADOS Y ALMACENES;157;2016;3;1
VETERINARIA;157;2016;2;1
CARNES Y VERDURAS;156;2016;1;1
CARNES Y VERDURAS;156;2016;2;1
COMIDA AL PASO;156;2016;1;1
COMIDA AL PASO;156;2016;2;1
COMIDA AL PASO;156;2016;3;1
FERRETERIA Y CONSTRUCCION;156;2016;2;1
FERRETERIA Y CONSTRUCCION;156;2016;3;1
FIAMBRERIAS Y DIETETICAS;156;2016;1;1
FIAMBRERIAS Y DIETETICAS;156;2016;3;1
INDUMENTARIA;156;2016;1;1
INDUMENTARIA;156;2016;2;1
INDUMENTARIA;156;2016;3;1
INSUMOS PARA EL HOGAR;156;2016;1;1
KIOSCOS Y LOTERIAS;156;2016;2;1
KIOSCOS Y LOTERIAS;156;2016;3;1
MUSICA Y LIBRERIA;156;2016;3;1
PANADERIAS;156;2016;2;1
RESTAURANTES;156;2016;1;1
SALUD Y COSMETICA;156;2016;2;1
SUPERMERCADOS Y ALMACENES;156;2016;3;1
BARES Y CAFES;155;2016;1;1
BARES Y CAFES;155;2016;3;1
COMIDA AL PASO;155;2016;1;1
COMIDA AL PASO;155;2016;2;1
COMIDA AL PASO;155;2016;3;1
FERRETERIA Y CONSTRUCCION;155;2016;2;1
FERRETERIA Y CONSTRUCCION;155;2016;3;1
FIAMBRERIAS Y DIETETICAS;155;2016;1;1
FIAMBRERIAS Y DIETETICAS;155;2016;2;1
FIAMBRERIAS Y DIETETICAS;155;2016;3;1
INDUMENTARIA;155;2016;1;1
INDUMENTARIA;155;2016;2;1
INDUMENTARIA;155;2016;3;1
INSTITUCIONES DEPORTIVAS;155;2016;1;1
INSTITUCIONES DEPORTIVAS;155;2016;2;1
KIOSCOS Y LOTERIAS;155;2016;1;1
KIOSCOS Y LOTERIAS;155;2016;2;1
MUSICA Y LIBRERIA;155;2016;1;1
MUSICA Y LIBRERIA;155;2016;2;1
MUSICA Y LIBRERIA;155;2016;3;1
OPTICA Y JOYERIAS;155;2016;1;1
OPTICA Y JOYERIAS;155;2016;2;1
RESTAURANTES;155;2016;1;1
RESTAURANTES;155;2016;2;1
SALUD Y COSMETICA;155;2016;1;1
SALUD Y COSMETICA;155;2016;2;1
SALUD Y COSMETICA;155;2016;3;1
SUPERMERCADOS Y ALMACENES;155;2016;1;1
SUPERMERCADOS Y ALMACENES;155;2016;2;1
TRATAMIENTOS ESTETICOS;155;2016;1;1
BARES Y CAFES;154;2016;2;1
CARNES Y VERDURAS;154;2016;1;1
COMIDA AL PASO;154;2016;2;1
COMIDA AL PASO;154;2016;3;1
FIAMBRERIAS Y DIETETICAS;154;2016;1;1
FIAMBRERIAS Y DIETETICAS;154;2016;2;1
FIAMBRERIAS Y DIETETICAS;154;2016;3;1
INDUMENTARIA;154;2016;1;1
INDUMENTARIA;154;2016;2;1
INSTITUCIONES DEPORTIVAS;154;2016;1;1
INSUMOS PARA EL HOGAR;154;2016;2;1
KIOSCOS Y LOTERIAS;154;2016;2;1
MUSICA Y LIBRERIA;154;2016;1;1
MUSICA Y LIBRERIA;154;2016;2;1
OPTICA Y JOYERIAS;154;2016;1;1
OPTICA Y JOYERIAS;154;2016;3;1
PANADERIAS;154;2016;3;1
SALUD Y COSMETICA;154;2016;3;1
SUPERMERCADOS Y ALMACENES;154;2016;2;1
VETERINARIA;154;2016;1;1
COMIDA AL PASO;153;2016;1;1
FERRETERIA Y CONSTRUCCION;153;2016;1;1
FERRETERIA Y CONSTRUCCION;153;2016;2;1
FIAMBRERIAS Y DIETETICAS;153;2016;2;1
HELADERIAS;153;2016;2;1
INDUMENTARIA;153;2016;1;1
INDUMENTARIA;153;2016;2;1
INDUMENTARIA;153;2016;3;1
INSTITUCIONES DEPORTIVAS;153;2016;2;1
KIOSCOS Y LOTERIAS;153;2016;1;1
KIOSCOS Y LOTERIAS;153;2016;3;1
MUSICA Y LIBRERIA;153;2016;2;1
OPTICA Y JOYERIAS;153;2016;2;1
SALUD Y COSMETICA;153;2016;1;1
SUPERMERCADOS Y ALMACENES;153;2016;3;1
TRATAMIENTOS ESTETICOS;153;2016;1;1
BARES Y CAFES;152;2016;1;1
BARES Y CAFES;152;2016;3;1
CARNES Y VERDURAS;152;2016;2;1
COMIDA AL PASO;152;2016;1;1
COMIDA AL PASO;152;2016;2;1
COMIDA AL PASO;152;2016;3;1
FERRETERIA Y CONSTRUCCION;152;2016;1;1
FERRETERIA Y CONSTRUCCION;152;2016;3;1
FIAMBRERIAS Y DIETETICAS;152;2016;3;1
INDUMENTARIA;152;2016;1;5
INDUMENTARIA;152;2016;2;5
INDUMENTARIA;152;2016;3;3
INSUMOS PARA EL HOGAR;152;2016;2;1
KIOSCOS Y LOTERIAS;152;2016;1;1
MUSICA Y LIBRERIA;152;2016;1;1
MUSICA Y LIBRERIA;152;2016;2;1
MUSICA Y LIBRERIA;152;2016;3;1
OPTICA Y JOYERIAS;152;2016;1;1
OPTICA Y JOYERIAS;152;2016;2;1
OPTICA Y JOYERIAS;152;2016;3;1
RESTAURANTES;152;2016;1;1
RESTAURANTES;152;2016;3;1
SALUD Y COSMETICA;152;2016;1;1
SALUD Y COSMETICA;152;2016;2;1
SUPERMERCADOS Y ALMACENES;152;2016;2;1
SUPERMERCADOS Y ALMACENES;152;2016;3;1
TRATAMIENTOS ESTETICOS;152;2016;1;1
BARES Y CAFES;151;2016;1;1
BARES Y CAFES;151;2016;2;1
CARNES Y VERDURAS;151;2016;1;1
CARNES Y VERDURAS;151;2016;3;1
COMIDA AL PASO;151;2016;1;1
COMIDA AL PASO;151;2016;2;1
COMIDA AL PASO;151;2016;3;1
FERRETERIA Y CONSTRUCCION;151;2016;1;1
FERRETERIA Y CONSTRUCCION;151;2016;2;1
FIAMBRERIAS Y DIETETICAS;151;2016;1;1
FIAMBRERIAS Y DIETETICAS;151;2016;3;1
HELADERIAS;151;2016;1;1
INDUMENTARIA;151;2016;1;5
INDUMENTARIA;151;2016;2;5
INDUMENTARIA;151;2016;3;5
INSUMOS PARA EL HOGAR;151;2016;1;1
KIOSCOS Y LOTERIAS;151;2016;2;1
KIOSCOS Y LOTERIAS;151;2016;3;1
MUSICA Y LIBRERIA;151;2016;1;1
MUSICA Y LIBRERIA;151;2016;2;1
MUSICA Y LIBRERIA;151;2016;3;1
OPTICA Y JOYERIAS;151;2016;1;1
OPTICA Y JOYERIAS;151;2016;2;1
OPTICA Y JOYERIAS;151;2016;3;1
PANADERIAS;151;2016;1;1
PANADERIAS;151;2016;2;1
PANADERIAS;151;2016;3;1
RESTAURANTES;151;2016;1;1
RESTAURANTES;151;2016;3;1
SALUD Y COSMETICA;151;2016;2;1
SALUD Y COSMETICA;151;2016;3;1
SUPERMERCADOS Y ALMACENES;151;2016;2;1
SUPERMERCADOS Y ALMACENES;151;2016;3;1
TRATAMIENTOS ESTETICOS;151;2016;1;1
TRATAMIENTOS ESTETICOS;151;2016;3;1
COMIDA AL PASO;150;2016;3;1
FERRETERIA Y CONSTRUCCION;150;2016;1;1
FERRETERIA Y CONSTRUCCION;150;2016;2;1
INDUMENTARIA;150;2016;1;1
INDUMENTARIA;150;2016;2;1
INDUMENTARIA;150;2016;3;1
KIOSCOS Y LOTERIAS;150;2016;1;1
KIOSCOS Y LOTERIAS;150;2016;2;1
OPTICA Y JOYERIAS;150;2016;1;1
OPTICA Y JOYERIAS;150;2016;2;1
OPTICA Y JOYERIAS;150;2016;3;1
RESTAURANTES;150;2016;1;1
RESTAURANTES;150;2016;3;1
SALUD Y COSMETICA;150;2016;1;1
SALUD Y COSMETICA;150;2016;2;1
SUPERMERCADOS Y ALMACENES;150;2016;2;1
TRATAMIENTOS ESTETICOS;150;2016;2;1
VETERINARIA;150;2016;3;1
BARES Y CAFES;149;2016;3;1
CARNES Y VERDURAS;149;2016;1;1
CARNES Y VERDURAS;149;2016;2;1
CARNES Y VERDURAS;149;2016;3;1
COMIDA AL PASO;149;2016;1;1
COMIDA AL PASO;149;2016;3;1
FERRETERIA Y CONSTRUCCION;149;2016;3;1
FIAMBRERIAS Y DIETETICAS;149;2016;1;1
HELADERIAS;149;2016;1;1
INDUMENTARIA;149;2016;1;1
INDUMENTARIA;149;2016;2;1
INDUMENTARIA;149;2016;3;1
INSUMOS PARA EL HOGAR;149;2016;1;1
KIOSCOS Y LOTERIAS;149;2016;2;1
KIOSCOS Y LOTERIAS;149;2016;3;1
MUSICA Y LIBRERIA;149;2016;1;1
MUSICA Y LIBRERIA;149;2016;2;1
MUSICA Y LIBRERIA;149;2016;3;1
OPTICA Y JOYERIAS;149;2016;1;1
OPTICA Y JOYERIAS;149;2016;2;1
RESTAURANTES;149;2016;1;1
RESTAURANTES;149;2016;2;1
SALUD Y COSMETICA;149;2016;1;2
SALUD Y COSMETICA;149;2016;2;1
SALUD Y COSMETICA;149;2016;3;1
SUPERMERCADOS Y ALMACENES;149;2016;1;1
SUPERMERCADOS Y ALMACENES;149;2016;2;1
SUPERMERCADOS Y ALMACENES;149;2016;3;1
TRATAMIENTOS ESTETICOS;149;2016;1;1
TRATAMIENTOS ESTETICOS;149;2016;2;1
TRATAMIENTOS ESTETICOS;149;2016;3;1
VETERINARIA;149;2016;1;1
VETERINARIA;149;2016;2;1
CARNES Y VERDURAS;148;2016;2;1
COMIDA AL PASO;148;2016;3;1
INDUMENTARIA;148;2016;1;1
INDUMENTARIA;148;2016;2;1
INDUMENTARIA;148;2016;3;1
INSUMOS PARA EL HOGAR;148;2016;1;1
MUSICA Y LIBRERIA;148;2016;1;1
MUSICA Y LIBRERIA;148;2016;2;1
MUSICA Y LIBRERIA;148;2016;3;1
OPTICA Y JOYERIAS;148;2016;1;1
OPTICA Y JOYERIAS;148;2016;2;1
PANADERIAS;148;2016;3;1
SALUD Y COSMETICA;148;2016;1;1
SALUD Y COSMETICA;148;2016;2;1
SALUD Y COSMETICA;148;2016;3;1
SUPERMERCADOS Y ALMACENES;148;2016;2;1
SUPERMERCADOS Y ALMACENES;148;2016;3;1
BARES Y CAFES;147;2016;2;1
CARNES Y VERDURAS;147;2016;1;1
CARNES Y VERDURAS;147;2016;2;1
CARNES Y VERDURAS;147;2016;3;1
COMIDA AL PASO;147;2016;2;1
COMIDA AL PASO;147;2016;3;1
FERRETERIA Y CONSTRUCCION;147;2016;1;1
FIAMBRERIAS Y DIETETICAS;147;2016;1;1
INDUMENTARIA;147;2016;1;1
INDUMENTARIA;147;2016;2;1
INDUMENTARIA;147;2016;3;1
INSTITUCIONES DEPORTIVAS;147;2016;2;1
INSUMOS PARA EL HOGAR;147;2016;1;1
INSUMOS PARA EL HOGAR;147;2016;3;1
KIOSCOS Y LOTERIAS;147;2016;1;1
KIOSCOS Y LOTERIAS;147;2016;2;1
MUSICA Y LIBRERIA;147;2016;1;1
MUSICA Y LIBRERIA;147;2016;2;1
OPTICA Y JOYERIAS;147;2016;1;1
RESTAURANTES;147;2016;3;1
SALUD Y COSMETICA;147;2016;1;1
SALUD Y COSMETICA;147;2016;2;2
SUPERMERCADOS Y ALMACENES;147;2016;1;1
SUPERMERCADOS Y ALMACENES;147;2016;2;1
TRATAMIENTOS ESTETICOS;147;2016;1;1
TRATAMIENTOS ESTETICOS;147;2016;2;1
VETERINARIA;147;2016;1;1
VETERINARIA;147;2016;2;1
BARES Y CAFES;146;2016;1;1
BARES Y CAFES;146;2016;2;1
CARNES Y VERDURAS;146;2016;1;1
CARNES Y VERDURAS;146;2016;2;1
COMIDA AL PASO;146;2016;3;1
FERRETERIA Y CONSTRUCCION;146;2016;1;1
FERRETERIA Y CONSTRUCCION;146;2016;2;1
FIAMBRERIAS Y DIETETICAS;146;2016;1;1
FIAMBRERIAS Y DIETETICAS;146;2016;2;1
HELADERIAS;146;2016;1;1
HELADERIAS;146;2016;2;1
INDUMENTARIA;146;2016;1;2
INDUMENTARIA;146;2016;2;1
INDUMENTARIA;146;2016;3;1
INSTITUCIONES DEPORTIVAS;146;2016;2;1
KIOSCOS Y LOTERIAS;146;2016;1;1
KIOSCOS Y LOTERIAS;146;2016;2;1
KIOSCOS Y LOTERIAS;146;2016;3;1
MUSICA Y LIBRERIA;146;2016;1;1
MUSICA Y LIBRERIA;146;2016;2;1
MUSICA Y LIBRERIA;146;2016;3;1
OPTICA Y JOYERIAS;146;2016;1;1
OPTICA Y JOYERIAS;146;2016;2;1
PANADERIAS;146;2016;2;1
RESTAURANTES;146;2016;1;1
RESTAURANTES;146;2016;2;1
RESTAURANTES;146;2016;3;1
SALUD Y COSMETICA;146;2016;1;2
SALUD Y COSMETICA;146;2016;2;1
SALUD Y COSMETICA;146;2016;3;1
SUPERMERCADOS Y ALMACENES;146;2016;2;1
SUPERMERCADOS Y ALMACENES;146;2016;3;1
TRATAMIENTOS ESTETICOS;146;2016;1;1
VETERINARIA;146;2016;1;1
VETERINARIA;146;2016;2;1
CARNES Y VERDURAS;145;2016;1;1
COMIDA AL PASO;145;2016;1;1
COMIDA AL PASO;145;2016;2;1
COMIDA AL PASO;145;2016;3;1
FERRETERIA Y CONSTRUCCION;145;2016;1;1
FERRETERIA Y CONSTRUCCION;145;2016;2;1
INDUMENTARIA;145;2016;1;1
INDUMENTARIA;145;2016;2;1
INDUMENTARIA;145;2016;3;1
INSTITUCIONES DEPORTIVAS;145;2016;3;1
KIOSCOS Y LOTERIAS;145;2016;1;1
KIOSCOS Y LOTERIAS;145;2016;2;1
MUSICA Y LIBRERIA;145;2016;1;1
MUSICA Y LIBRERIA;145;2016;2;1
OPTICA Y JOYERIAS;145;2016;3;1
PANADERIAS;145;2016;2;1
RESTAURANTES;145;2016;2;1
SALUD Y COSMETICA;145;2016;2;1
SUPERMERCADOS Y ALMACENES;145;2016;1;1
SUPERMERCADOS Y ALMACENES;145;2016;2;1
SUPERMERCADOS Y ALMACENES;145;2016;3;1
TRATAMIENTOS ESTETICOS;145;2016;1;1
TRATAMIENTOS ESTETICOS;145;2016;2;1
TRATAMIENTOS ESTETICOS;145;2016;3;1
VETERINARIA;145;2016;2;1
CARNES Y VERDURAS;144;2016;2;1
CARNES Y VERDURAS;144;2016;3;1
COMIDA AL PASO;144;2016;3;1
FERRETERIA Y CONSTRUCCION;144;2016;1;1
FIAMBRERIAS Y DIETETICAS;144;2016;1;1
HELADERIAS;144;2016;2;1
INDUMENTARIA;144;2016;1;1
INDUMENTARIA;144;2016;3;1
INSUMOS PARA EL HOGAR;144;2016;2;1
KIOSCOS Y LOTERIAS;144;2016;1;1
KIOSCOS Y LOTERIAS;144;2016;2;1
MUSICA Y LIBRERIA;144;2016;2;1
OPTICA Y JOYERIAS;144;2016;1;1
RESTAURANTES;144;2016;1;1
RESTAURANTES;144;2016;3;1
VETERINARIA;144;2016;2;1
VETERINARIA;144;2016;3;1
BARES Y CAFES;143;2016;3;1
COMIDA AL PASO;143;2016;1;1
FERRETERIA Y CONSTRUCCION;143;2016;1;1
INDUMENTARIA;143;2016;1;1
INDUMENTARIA;143;2016;2;1
INDUMENTARIA;143;2016;3;1
INSTITUCIONES DEPORTIVAS;143;2016;1;1
INSTITUCIONES DEPORTIVAS;143;2016;2;1
INSUMOS PARA EL HOGAR;143;2016;3;1
KIOSCOS Y LOTERIAS;143;2016;2;1
KIOSCOS Y LOTERIAS;143;2016;3;1
MUSICA Y LIBRERIA;143;2016;1;1
OPTICA Y JOYERIAS;143;2016;2;1
OPTICA Y JOYERIAS;143;2016;3;1
PANADERIAS;143;2016;1;1
SALUD Y COSMETICA;143;2016;1;1
SALUD Y COSMETICA;143;2016;2;1
SALUD Y COSMETICA;143;2016;3;1
SUPERMERCADOS Y ALMACENES;143;2016;1;1
SUPERMERCADOS Y ALMACENES;143;2016;2;1
SUPERMERCADOS Y ALMACENES;143;2016;3;1
TRATAMIENTOS ESTETICOS;143;2016;3;1
BARES Y CAFES;142;2016;1;1
BARES Y CAFES;142;2016;2;1
BARES Y CAFES;142;2016;3;1
CARNES Y VERDURAS;142;2016;1;1
COMIDA AL PASO;142;2016;1;1
COMIDA AL PASO;142;2016;2;1
COMIDA AL PASO;142;2016;3;1
FERRETERIA Y CONSTRUCCION;142;2016;1;1
FERRETERIA Y CONSTRUCCION;142;2016;2;1
FERRETERIA Y CONSTRUCCION;142;2016;3;1
FIAMBRERIAS Y DIETETICAS;142;2016;1;1
FIAMBRERIAS Y DIETETICAS;142;2016;2;1
FIAMBRERIAS Y DIETETICAS;142;2016;3;1
HELADERIAS;142;2016;1;1
INDUMENTARIA;142;2016;1;2
INDUMENTARIA;142;2016;2;1
INDUMENTARIA;142;2016;3;2
INSUMOS PARA EL HOGAR;142;2016;1;1
INSUMOS PARA EL HOGAR;142;2016;3;1
KIOSCOS Y LOTERIAS;142;2016;1;1
KIOSCOS Y LOTERIAS;142;2016;2;1
KIOSCOS Y LOTERIAS;142;2016;3;1
MUSICA Y LIBRERIA;142;2016;1;1
MUSICA Y LIBRERIA;142;2016;2;1
OPTICA Y JOYERIAS;142;2016;1;1
OPTICA Y JOYERIAS;142;2016;2;1
OPTICA Y JOYERIAS;142;2016;3;1
PANADERIAS;142;2016;1;1
PANADERIAS;142;2016;2;1
SALUD Y COSMETICA;142;2016;1;2
SALUD Y COSMETICA;142;2016;2;2
SALUD Y COSMETICA;142;2016;3;1
SUPERMERCADOS Y ALMACENES;142;2016;2;1
SUPERMERCADOS Y ALMACENES;142;2016;3;1
TRATAMIENTOS ESTETICOS;142;2016;1;1
TRATAMIENTOS ESTETICOS;142;2016;2;1
TRATAMIENTOS ESTETICOS;142;2016;3;1
VETERINARIA;142;2016;2;1
BARES Y CAFES;141;2016;1;1
BARES Y CAFES;141;2016;2;1
BARES Y CAFES;141;2016;3;1
CARNES Y VERDURAS;141;2016;2;1
COMIDA AL PASO;141;2016;1;1
COMIDA AL PASO;141;2016;2;2
COMIDA AL PASO;141;2016;3;1
FERRETERIA Y CONSTRUCCION;141;2016;1;1
FERRETERIA Y CONSTRUCCION;141;2016;2;1
FERRETERIA Y CONSTRUCCION;141;2016;3;1
FIAMBRERIAS Y DIETETICAS;141;2016;1;1
FIAMBRERIAS Y DIETETICAS;141;2016;2;1
FIAMBRERIAS Y DIETETICAS;141;2016;3;1
INDUMENTARIA;141;2016;1;3
INDUMENTARIA;141;2016;2;2
INDUMENTARIA;141;2016;3;1
INSTITUCIONES DEPORTIVAS;141;2016;1;1
INSTITUCIONES DEPORTIVAS;141;2016;2;1
INSTITUCIONES DEPORTIVAS;141;2016;3;1
INSUMOS PARA EL HOGAR;141;2016;2;1
KIOSCOS Y LOTERIAS;141;2016;1;1
KIOSCOS Y LOTERIAS;141;2016;2;1
KIOSCOS Y LOTERIAS;141;2016;3;1
MUSICA Y LIBRERIA;141;2016;1;1
MUSICA Y LIBRERIA;141;2016;2;1
MUSICA Y LIBRERIA;141;2016;3;1
OPTICA Y JOYERIAS;141;2016;1;2
OPTICA Y JOYERIAS;141;2016;2;1
OPTICA Y JOYERIAS;141;2016;3;1
PANADERIAS;141;2016;1;1
PANADERIAS;141;2016;2;1
PANADERIAS;141;2016;3;1
RESTAURANTES;141;2016;1;1
RESTAURANTES;141;2016;2;1
RESTAURANTES;141;2016;3;1
SALUD Y COSMETICA;141;2016;1;3
SALUD Y COSMETICA;141;2016;2;2
SALUD Y COSMETICA;141;2016;3;1
SUPERMERCADOS Y ALMACENES;141;2016;1;1
SUPERMERCADOS Y ALMACENES;141;2016;2;1
SUPERMERCADOS Y ALMACENES;141;2016;3;1
TRATAMIENTOS ESTETICOS;141;2016;1;1
TRATAMIENTOS ESTETICOS;141;2016;3;1
BARES Y CAFES;140;2016;1;1
BARES Y CAFES;140;2016;2;1
BARES Y CAFES;140;2016;3;1
CARNES Y VERDURAS;140;2016;1;1
CARNES Y VERDURAS;140;2016;2;1
COMIDA AL PASO;140;2016;1;1
COMIDA AL PASO;140;2016;2;1
COMIDA AL PASO;140;2016;3;1
FERRETERIA Y CONSTRUCCION;140;2016;1;1
FERRETERIA Y CONSTRUCCION;140;2016;2;1
FERRETERIA Y CONSTRUCCION;140;2016;3;1
FIAMBRERIAS Y DIETETICAS;140;2016;1;1
FIAMBRERIAS Y DIETETICAS;140;2016;3;1
INDUMENTARIA;140;2016;1;2
INDUMENTARIA;140;2016;2;1
INDUMENTARIA;140;2016;3;1
INSTITUCIONES DEPORTIVAS;140;2016;1;1
INSTITUCIONES DEPORTIVAS;140;2016;2;1
INSUMOS PARA EL HOGAR;140;2016;1;1
KIOSCOS Y LOTERIAS;140;2016;1;1
KIOSCOS Y LOTERIAS;140;2016;2;1
KIOSCOS Y LOTERIAS;140;2016;3;1
MUSICA Y LIBRERIA;140;2016;2;1
