,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
21760,21760,sell,apartment,El Palomar,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,Argentina,Bs.As. G.B.A. Zona Oeste,3434509.0,"-34.6065171,-58.5951635",-34.606517100000005,-58.5951635,75000.0,USD,1323337.5,75000.0,43.0,40.0,1744.186046511628,1875.0,5.0,2.0,400.0,http://www.properati.com.ar/17gcr_venta_departamento_el-palomar_cap-joaquin-madariaga-555_terraza_garage_placard_faustino-paez,"Venta de Departamento 2 AMBIENTES en Lomas del Palomar PLENO CENTRO DE PALOMAR . 1 CUADRA DE ESTACION -DORMITORIO CON PLACARD-BAÑO CON GRIFERIAS  -LIVING COMEDOR CON MESADA MARMOL, GRIFERIA MONOCOMANDO. -PORTERO ELÉCTRICO -POSIBILIDAD DE COMPRA DE COCHERAS SUBTERRÁNEAS. -TERRAZA USO COMÚN. -HALL DE ENTRADA AMBIENTADO. -2 ASCENSORES. Entrega InmediataMatr. CMCPLM No.  768CUCICBA      No. 6481Tel: +54 (11)    Tel: +54 (11)    iMESSAGE: tp:// -  - FAUSTINO PAEZ",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/8BYI1_vQA_pB7mPucm4SWnidAH4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/FAU874_2.jpg%3F1501537085
21761,21761,sell,apartment,Congreso,|Argentina|Capital Federal|Congreso|,Argentina,Capital Federal,3435259.0,"-34.6081766,-58.3960885",-34.6081766,-58.3960885,90000.0,USD,1588005.0,90000.0,41.0,41.0,2195.121951219512,2195.121951219512,2.0,2.0,1100.0,http://www.properati.com.ar/17gcs_venta_departamento_congreso_mitre-bartolome-2091_luminoso_garage_subte-linea-b_subte-linea-a_faustino-paez,"Venta de Departamento 2 AMBIENTES en Congreso, Capital FederalAmplio y luminoso contrafrenteA modernizarGeolocalizacion:1 cuadra Avda. Rivadavia3 cuadras Plaza Congreso Estacion Subte ""A""Matr. CMCPLM No.  768CUCICBA      No. 6481Tel: +54 (11)    Tel: +54 (11)    iMESSAGE: tp:// -  - FAUSTINO PAEZ",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/pP7nu8CiiAHX68v8q_PoxjsbraQ=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/fau875_2.jpg%3F1501537085
21765,21765,sell,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,Argentina,Bs.As. G.B.A. Zona Oeste,3429617.0,"-34.6449267,-58.5679424",-34.644926700000006,-58.5679424,285000.0,USD,5028682.5,285000.0,103.0,100.0,2766.9902912621365,2850.0,1.0,4.0,2800.0,http://www.properati.com.ar/17gcx_venta_departamento_ramos-mejia_espora-407_balcon_baulera_suite_lavadero_vestidor_garage_losa-radiante_rosso-propiedades_awx,"Venta de Departamento Semipiso 4 AMBIENTES en Ramos MejíaCuenta con 100 m2 cubiertos, los cuales disponen de tres dormitorios (uno de ellos en suite con vestidor), living comedor con balcón, cocina comedor, dos baños completos, lavadero, balcón y cochera cubierta con baulera. Calefacción por losa radiante. Pisos de parquet en todo el departamento. Ambientes amplios, excelente calidad de consturcción, estado general excelente. El edificio cuenta con portón de acceso a cocheras automático y sistema de cámaras de  sujeta a la tramitación del COTI por parte del propietario, para dar acatamiento a la Resolución General de AFIP nro. 2371.RS ROSSO PROPIEDADES/1465 -  - ROSSO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/8bDMbeIUdf5zSPyUqfdPvXWr-rc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RSP644_2.jpg%3F1501537257
21766,21766,sell,apartment,Almagro,|Argentina|Capital Federal|Almagro|,Argentina,Capital Federal,3436397.0,"-34.6102662,-58.4157599",-34.6102662,-58.41575989999999,125000.0,USD,2205562.5,125000.0,57.0,57.0,2192.9824561403507,2192.9824561403507,9.0,3.0,2100.0,http://www.properati.com.ar/17gcy_venta_departamento_almagro_billinghurst-37_lavadero_placard_doble-circulacion_subte-linea-a_rosso-propiedades_awx,"Venta de Departamento 3 AMBIENTES en Almagro, Capital FederalDepartamento de 3 ambientes al contra frente. Cuenta con dos dormitorios con pisos de parquet y placard, living comedor con doble circulación y piso de parquet, cocina comedor con equipamiento completo y lavadero incorporado y baño completo reciclado. Muy buen estado general. VENTA DIRECTA. Apto Cré sujeta a la tramitación del COTI por parte del propietario, para dar acatamiento a la Resolución General de AFIP nro. 2371.RS ROSSO PROPIEDADES / 1465 y  -  - ROSSO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/FJ2qlLZCHGvmo8gRYEKWN1vFRhc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/RSP645_2.jpg%3F1501537257
21770,21770,sell,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,Argentina,Bs.As. G.B.A. Zona Oeste,3430544.0,"-34.648608,-58.6240989",-34.648608,-58.62409889999999,74000.0,USD,1305693.0,74000.0,40.0,35.0,1850.0,2114.285714285714,7.0,2.0,1100.0,http://www.properati.com.ar/17gda_venta_departamento_moron_casullo-40_garage_estrenar_matias-szpira-bienes-raices-casa-central,Venta de excelente departamento de 2 ambientes en Morón. A estrenar. Detalles de calidad. Consulte financiación. Opcional cochera. -  - MATIAS SZPIRA BIENES RAICES,DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/dEbYqwTEyL_z58GuHjMmbFgW_DA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/msb796_2.jpg%3F1501537332
21771,21771,sell,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,Argentina,Bs.As. G.B.A. Zona Oeste,3430544.0,"-34.648608,-58.6240989",-34.648608,-58.62409889999999,80000.0,USD,1411560.0,80000.0,44.0,34.0,1818.1818181818185,2352.9411764705883,6.0,2.0,1100.0,http://www.properati.com.ar/17gdb_venta_departamento_moron_casullo-40_garage_estrenar_matias-szpira-bienes-raices-casa-central,Venta de excelente departamento de 2 ambientes en Morón. A estrenar. Detalles de calidad. Opcional cochera.Consulte financiación. -  - MATIAS SZPIRA BIENES RAICES,DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/Js6K63FPmP6TnCDaI8hKxvvnOEY=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/MSB797_2.jpg%3F1501537332
21772,21772,sell,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,Argentina,Bs.As. G.B.A. Zona Oeste,3430544.0,"-34.648608,-58.6240989",-34.648608,-58.62409889999999,88000.0,USD,1552716.0,88000.0,48.0,36.0,1833.333333333333,2444.444444444445,5.0,2.0,1100.0,http://www.properati.com.ar/17gdc_venta_departamento_moron_casullo-40_garage_estrenar_matias-szpira-bienes-raices-casa-central,Venta de excelente departamento de 2 ambientes en Morón. A estrenar. Detalles de calidad. Consulte financiación. Opcional cochera. -  - MATIAS SZPIRA BIENES RAICES,DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/k5seUdHI-NBcfZ-roUBE27iq7iw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/MSB798_2.jpg%3F1501537333
21778,21778,sell,apartment,Colegiales,|Argentina|Capital Federal|Colegiales|,Argentina,Capital Federal,3435356.0,"-34.5832174,-58.4444201",-34.5832174,-58.4444201,130000.0,USD,2293785.0,130000.0,50.0,45.0,2600.0,2888.888888888889,3.0,1.0,2700.0,http://www.properati.com.ar/17geu_venta_departamento_colegiales_dorrego-avda-1600_balcon_gimnasio_parrilla_piscina_sum_luminoso_sauna_garage_amenities_placard_aire-acondicionado_nexo-propiedades_b76,"Venta de departamento, monoambiente divisible de 50mts2 , ubicado en excelente zona de fácil acceso a medios de transporte como subte y avenidas principales. Baño con bañera, amplio living, comedor con salida al balcón , cómoda cocina con hornallas y horno eléctrico. La habitación tiene un amplio placard, aire acondicionado, piso radiante, calefacción central. Muy luminoso con vista la contrafrente.Amenities: Gym, parrilla, pileta, spa, solarium,sum, sauna y baño turco.Opcional cochera ( USD 30000) -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/4mtUsgNfHdBPNywNcJPWJ7wPjQ4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NXP722_2.jpg%3F1501537850
21779,21779,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5832174,-58.4444201",-34.5832174,-58.4444201,130000.0,USD,2293785.0,130000.0,50.0,45.0,2600.0,2888.888888888889,3.0,1.0,2700.0,http://www.properati.com.ar/17gev_venta_departamento_palermo_dorrego-avda-1600_balcon_gimnasio_parrilla_piscina_sum_luminoso_sauna_garage_amenities_placard_aire-acondicionado_nexo-propiedades_b76,"Venta de departamento monoambiente en Palermo Hollywood , monoambiente divisible de 50mts2 , ubicado en excelente zona de fácil acceso a medios de transporte como subte y avenidas principales. Baño con bañera, amplio living, comedor con salida al balcón , cómoda cocina con hornallas y horno eléctrico. La habitación tiene un amplio placard, aire acondicionado, piso radiante, calefacción central. Muy luminoso con vista la contrafrente.Amenities: Gym, parrilla, pileta, spa, solarium,sum, sauna y baño turco.Opcional cochera ( USD 30000) -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/YuCklSzJPuMzLlJz9ifH8xBlMsU=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/nxp727_2.jpg%3F1501537851
21781,21781,sell,apartment,Congreso,|Argentina|Capital Federal|Congreso|,Argentina,Capital Federal,3435259.0,"-34.6104998,-58.3948047",-34.6104998,-58.3948047,160000.0,USD,2823120.0,160000.0,70.0,70.0,2285.714285714286,2285.714285714286,2.0,3.0,1700.0,http://www.properati.com.ar/17gf3_venta_departamento_congreso_sarandi-100_luminoso_subte-linea-b_subte-linea-a_nexo-propiedades_b76,"Venta de Departamento 3 ambientes. Luminoso, moderno y espacioso. Dos habitaciones , baño completo, cocina a gas a nueva .Ubicado en la mejor zona de Congreso con fácil acceso a medios de transporte público Subte A , ferrocarril, a dos cuadras de Avenida  . Telefono:  -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/eT3AFXUqpw0Xj4LaNC5UAxcVjEs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NXP901_2.jpg%3F1501537860
21782,21782,sell,apartment,Monserrat,|Argentina|Capital Federal|Monserrat|,Argentina,Capital Federal,3430570.0,"-34.6104998,-58.3948047",-34.6104998,-58.3948047,160000.0,USD,2823120.0,160000.0,70.0,70.0,2285.714285714286,2285.714285714286,2.0,3.0,1700.0,http://www.properati.com.ar/17gf4_venta_departamento_monserrat_sarandi-100_luminoso_subte-linea-b_subte-linea-a_nexo-propiedades_b76,"Venta de Departamento 3 ambientes. Luminoso, moderno y espacioso. Dos habitaciones , baño completo, cocina a gas a nueva . Con fácil acceso a medios de transporte público Subte A , ferrocarril, a dos cuadras de Avenida Congreso. Apto crédito.  . Telefono:  -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/07INluTpYs_NxzV4xL2Q8cr-KJA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NXP902_2.jpg%3F1501537861
21783,21783,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5927812,-58.432377",-34.592781200000005,-58.432377,148000.0,USD,2611386.0,148000.0,50.0,46.0,2960.0,3217.391304347826,11.0,2.0,2000.0,http://www.properati.com.ar/17gf5_venta_departamento_palermo_a-cordoba-4800_lavadero_luminoso_vista_garage_nexo-propiedades_b76,"Venta de Departamento dos ambientes en Palermo con vista al frente muy luminoso, amplio con largas vistas a la ciudad. Excelente ubicación sobre Av. Córdoba, a dos cuadras de Av. Scalabrini Ortiz y cuatro cuadras de Plaza Serrano.El edificio cuenta con seguridad y Laundry.Hay cocheras disponibles a la venta dentro del edificio. Es apto crédito.  . Teléfono:  -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/1ryC3wiiblpoe7JHxySHrKszXeI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NXP903_2.jpg%3F1501537861
21784,21784,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.5927812,-58.432377",-34.592781200000005,-58.432377,148000.0,USD,2611386.0,148000.0,50.0,46.0,2960.0,3217.391304347826,11.0,2.0,2000.0,http://www.properati.com.ar/17gf6_venta_departamento_villa-crespo_a-cordoba-4800_lavadero_luminoso_vista_garage_nexo-propiedades_b76,"Venta de Departamento dos ambientes en Villa Crespo con vista al frente muy luminoso, amplio con largas vistas a la ciudad. Excelente ubicación sobre Av. Córdoba, a dos cuadras de Av. Scalabrini Ortiz y cuatro cuadras de Plaza Serrano.El edificio cuenta con seguridad y Laundry.Hay cocheras disponibles a la venta dentro del edificio. Es apto crédito.  . Teléfono:  -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/RyNtWYv19Irof-HrCu-qlK4FfEE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NXP904_2.jpg%3F1501537861
21785,21785,sell,apartment,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6311613,-58.4713648",-34.631161299999995,-58.4713648,107000.0,USD,1887961.5,107000.0,80.0,72.0,1337.5,1486.111111111111,2.0,3.0,1500.0,http://www.properati.com.ar/17gfb_venta_departamento_flores_av-rivadavia-al-7500_subte-linea-a_buyma-propiedades,"FLORES   VENTA DE DEPARTAMENTOAV. RIVADAVIA Y QUIRNO3 AMBIENTESAL FRENTEBALCON CORRIDOMUY LUMINOSOTODO A NUEVO2 DORMITORIOSCON INCREIBLES PLACARDBAÑO COMPLETO NUEVOCOCINA COMPLETA NUEVALAVADERO INDEPENDIENTEPISOS PARQUET ENTABLONADO RECIEN PULIDO Y PLASTIFICADOMUY BAJAS EXPENSASPOCOS DEPARTEMENTOSE ACEPTAN EN PARTE DE PAGO1 AMBIENTE BUEN ESTADOMAS INFORMACIONLLAMENOS AL BUYMA PROPIEDADES  S.R.L.WWW.BUYMAPROPIEDADES.s medidas consignadas no son exactas tienen un fin meramente orientativo, no vinculantes, las medidas y superficies reales surgirán del título de propiedad que será presentado en su oportunidad a las 48 hs de ser requerido al Vendedor y/o Locador del inmueble. El monto real de las expensas, así como el detalle del mismo deberá ser presentado por el administrador y/o el consejo de administración del edificio cuando se requiera. Venta sujeta a que el propietario cumpla con la resolución 2371 y sus modificatorias de afip.- -  - BUYMA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/1vyp6HVHvc-nL_Zum0QJHhEwrSM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/buy293_2.jpg%3F1501537871
21790,21790,sell,apartment,Colegiales,|Argentina|Capital Federal|Colegiales|,Argentina,Capital Federal,3435356.0,"-34.5861186,-58.4517205",-34.5861186,-58.45172049999999,228000.0,USD,4022946.0,228000.0,108.0,95.0,2111.1111111111118,2400.0,6.0,4.0,4800.0,http://www.properati.com.ar/17ggo_venta_departamento_colegiales_maure-3996_balcon_lavadero_luminoso_placard_subte-linea-b_estela-da-onofrio-propiedades,"Venta de Departamento 4 AMBIENTES en Colegiales, Capital FederalEDIFICIO EN ESQUINA, SEMIPISO AL FRENTE CON 3 BALCONES, LIVING COMEDOR, 3  DORMITORIOS CON PLACARD, AMPLIA COCINA COMEDOR DIARIO, BAÑO, LAVADERO, HABITACION Y BAÑO DE SERVICIOEl valor consignado de expensas es estimado (está sujeto a variación y/o ajuste).Las medidas, superficies y los m2 indicados son aproximados y solo a título informativo. -  - ESTELA DONOFRIO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/V4VMYVjBceFrN9G6zu_wTa288IU=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/EDP296_2.jpg%3F1501538210
21792,21792,sell,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,Argentina,Capital Federal,3436109.0,"-34.5920623413,-58.4011382852",-34.5920623413,-58.401138285200005,170000.0,USD,2999565.0,170000.0,56.0,56.0,3035.714285714286,3035.714285714286,2.0,3.0,2400.0,http://www.properati.com.ar/17ggy_venta_departamento_barrio-norte_av-pueyrredon-1600_subte-linea-d_subte-linea-h_quattro-real-state,"Venta de Departamento 3 AMBIENTES en Barrio Norte, Capital FederalDepartamento frente a Hospital Alemán y cerca de Av. Santa Fe. Apto Profesional. Cómodo living comedor, cocina con conexión para lavarropas, dormitorios con placares y baño completo. -  - QUATTRO REAL ESTATE",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/i5vJkLWQIfuLnck_nHLoVhxkVtY=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/QUA143_2.jpg%3F1501538358
23101,23101,sell,apartment,Once,|Argentina|Capital Federal|Once|,Argentina,Capital Federal,3430291.0,"-34.6066196465,-58.4060722882",-34.6066196465,-58.4060722882,135000.0,USD,2382007.5,135000.0,86.0,86.0,1569.7674418604654,1569.7674418604654,4.0,3.0,1100.0,http://www.properati.com.ar/17kkr_venta_departamento_once_pueyrredon-av-al-300_balcon_lavadero_dependencias_subte-linea-b_subte-linea-a_subte-linea-h_the-union-propiedades_8tu,"Datos propiedad:Departamento de 3 ambientes con dependencias en venta en el 4to piso al frente. A pasos de la Avenida Corrientes. Living comedor, 2 dormitorios, baño completo, cocina con comedor diario, lavadero, dependencias de servicio, baño de servicio, balcón.Agua caliente y calefacción central.Seguridad 24 hs.Superficie aprox. 86 m2 Expensas aprox. $ 1.100THE UNION PROPIEDADES,  -  - THE UNION PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/4f8ydSNIRRfaproGr1_CXu8PF5k=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/THE58_2.JPG%3F1501536084
27866,27866,sell,apartment,San Bernardo,|Argentina|Buenos Aires Costa Atlántica|San Bernardo|,Argentina,Buenos Aires Costa Atlántica,3429228.0,"-36.685605,-56.678331",-36.685605,-56.67833100000001,55000.0,USD,970447.5,55000.0,40.0,38.0,1375.0,1447.3684210526314,7.0,2.0,1350.0,http://www.properati.com.ar/17uo3_venta_departamento_san-bernardo_chiozza_2846_balcon_luminoso_vista_placard_distefano-propiedades-casa-central,"Venta de Departamento 2 AMBIENTES, SAN BERNARDODEPARTAMENTO DE 2 AMBIENTES, PISO 7 AL FRENTE CON VISTA AL MAR, UBICADO EN CALLE CHIOZZA AL 3100 ENTRE GUTIERREZ Y HERNANDEZ, A SOLO 100 METROS DEL MAR Y 350 METROS DE AV SAN BERNARDO (LADO NORTE).ESTA PROPIEDAD CONSTA DE COCINA SEPARADA AMPLIA CON MUY BUENA ILUMINACIÓN, DORMITORIO CON PLACARD EMPOTRADO CON CAMA MATRIMONIAL, BAÑO COMPLETO Y ESTAR COMEDOR CON PIUERTA- VENTANA BALCÓN AL FRENTE, AL SER UN PISO ALTO SE TIENE UNA HERMOSA VISTA AL MAR Y DE LA CALLE CHIOZZA HACIA AMBAS DIRECCIONES.MUY BUEN ESTADO GENERAL, SE VENDE CON MUEBLES, GAS NATURAL CONECTADO, EDIFICIO CON ENCARGADO PERMANENTE Y 3 ASCENSORES.CONSULTENOS!!!!!! -  - DISTEFANO SERVICIO INMOBILIARIO INTEGRAL",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/8xAk5D6lkhg1kGZQrdYG3QKjWOo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/dit4316_2.jpg%3F1501532912
27867,27867,sell,apartment,San Bernardo,|Argentina|Buenos Aires Costa Atlántica|San Bernardo|,Argentina,Buenos Aires Costa Atlántica,3429228.0,"-36.6858691,-56.6770826",-36.6858691,-56.6770826,43000.0,USD,758713.5,43000.0,32.0,30.0,1343.75,1433.333333333333,4.0,1.0,800.0,http://www.properati.com.ar/17uo4_venta_departamento_san-bernardo_costanera-2828_balcon_lavadero_vista_placard_distefano-propiedades-casa-central,"Venta de Departamento 1 AMBIENTE, San BernardoDepartamento de 1 ambiente, ubicado en Costanera al 2800 entre la calles Hernandarias y Av San Bernardo, en el corazón de la ciudad, piso 4 al frente (ascensor),  con balcón con vista frontal al mar.-Esta propiedad consta de cocina  comedor integrado, un estar con desnivel dividido, lo que permite de un lado usarlo de living con un sofá y del otro lado queda separada la habitación con cama matrimonial con placard empotrado y una pequeña ventana que da muy buena iluminación y ventilación natural, baño completo con un receptáculo de ducha cómodo y balcón con lavadero vista al mar.Tanto el edificio como el departamento están en muy buen estado de conservación,  el departamento es TODO eléctrico (cableado nuevo y reforzado), se vende con muebles, encargada permanente y con una excelente renta de Verano.VISITELO!!!!!!!! -  - DISTEFANO SERVICIO INMOBILIARIO INTEGRAL",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/62TOoEr8dbfKjYwVKvwX4reIdaU=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/dit4317_2.jpg%3F1501532912
27885,27885,sell,apartment,Sáenz Peña,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Sáenz Peña|,Argentina,Bs.As. G.B.A. Zona Oeste,3429418.0,"-34.5981584,-58.5397701",-34.5981584,-58.5397701,90000.0,USD,1588005.0,90000.0,44.0,41.0,2045.4545454545453,2195.121951219512,1.0,2.0,1400.0,http://www.properati.com.ar/17upg_venta_departamento_saenz-pena_gomez-ansa-3560_balcon_baulera_lavadero_piscina_placard_pablo-yaryura-propiedades_bm9,"Venta de Departamento en edificio 2 AMBIENTES en Sáenz Peña, Tres de Febrero. PISO 1° DPTO ""B"" AL FRENTE. HALL DE ENTRADA (2.00 X 1.00). LIVING CON COCINA INTEGRADA TOTALMENTE INSTALADA CON MUEBLES ALTOS Y BAJOS Y BARRA DESAYUNADORA.  BAÑO CON BAÑERA. DORMITORIO CON PLACARD AL CFTE. LAVADERO EN COCINA. BALCON AL FTE. TODOS LOS PISOS CON CERAMICOS. ENTRADA DESCUBIERTA PARA UN AUTO. BAULERA. DETALLES: CALEFON. PILETA DE LAVAR. LAS MEDIDAS SON APROXIMADAS Y DADAS POR EL PROPIETARIO. EL VALOR DE LAS EXPENSAS ES ESTIMATIVO Y PUEDE SUFRIR MODIFICACIONES SIN PREVIO AVISO. -  - PABLO YARYURA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/iEJe5DS-sOg-3WQOn-UMtnZ9MWQ=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/YA213431_2.jpg%3F1501533267
27889,27889,sell,apartment,Caseros,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,Argentina,Bs.As. G.B.A. Zona Oeste,3862356.0,"-34.6058906,-58.5595573",-34.6058906,-58.5595573,175000.0,USD,3087787.5,175000.0,66.0,60.0,2651.5151515151515,2916.666666666666,6.0,3.0,2000.0,http://www.properati.com.ar/17upo_venta_departamento_caseros_urquiza-av-gral-4543_balcon_lavadero_toilette_garage_pablo-yaryura-propiedades,"Venta de Departamento en edificio  3 AMBIENTES en Caseros, Tres de Febrero. PISO 6° DPTO ""B"" AL FRENTE. LIVING. COCINA CON MUEBLES ALTOS Y BAJOS Y DESAYUNADOR. BAÑO. TOILETTE. HALL DISTRIBUIDOR. DOS DORMITORIOS CON PLACARDS. LAVADERO INTEGRADO A LA COCINA.  TODOS LOS PISOS DE PORCELANATTO. DOS BALCONES UNO AL FRENTE (1.00 X 6.00) OTRO CERRADO (0.80 X 3.00).  DOS COCHERAS CUBIERTAS. ESTADO MUY BUENO. LAS MEDIDAS SON APROXIMADAS Y DADAS POR EL PROPIETARIO. EL VALOR DE LAS EXPENSAS ES ESTIMATIVO Y PUEDE SUFRIR MODIFICACIONES SIN PREVIO AVISO. -  - PABLO YARYURA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/eGRuo1O2i2JTcqFehq67kA2v6Kw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ya113443_2.jpg%3F1501533268
27900,27900,sell,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,Argentina,Capital Federal,3435548.0,"-34.606834366,-58.3820963278",-34.606834366,-58.3820963278,165000.0,USD,2911342.5,165000.0,110.0,110.0,1500.0,1500.0,1.0,5.0,4000.0,http://www.properati.com.ar/17uqv_venta_departamento_centro-microcentro_cerrito-al-100_balcon_luminoso_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_subte-linea-c_brick-propiedades-local-palermo-chico,"SEMIPISO 5 AMBIENTES + ESCRITORIO. FRENTE. 110 M2. VISTA ABIERTA. TODO SOL. BALCON CORRIDO. DOBLE ALTURA (POSIBILIDAD DE ENTREPISO). GRAN HALL. BAÑO COMPLETO. AMPLIA COCINA. SERVICIOS INDIVIDUALES. APTO PROFESIONAL. PISOS DE PINOTEA. CARPINTERIAS DE CEDRO. EDIFICIO CON CAÑERIAS DE GAS Y FACHADA A NUEVO, 2 PISOS, X ESCALERA.EXPENSAS: $ 4.000.-AYSA: $ 1.294.-ENTRE BARTOLOME MITRE Y JUAN D. PERONCENTROAVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.*FichaBrick=1018637* -  - BRICK PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/NvW70ZrmthWxVvHih0H_SH9zfkw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/br5138552_2.jpg%3F1501533357
28509,28509,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5548125,-58.4396754",-34.5548125,-58.4396754,140000.0,USD,2470230.0,140000.0,47.0,44.0,2978.723404255319,3181.818181818182,1.0,1.0,1000.0,http://www.properati.com.ar/17wbu_venta_departamento_belgrano_sucre-antonio-j-de-922_balcon_faustino-paez,"Venta de Departamento 1 AMBIENTE en Belgrano1 amb divisible al fte. excelente Ubicaciónenorme balcón apto prof.Geolocalizacion:Próximo a Golf Club Ciudad, Lawn Tennis Club y Lagos de PalermoPróximo a Rio de La Plata y Costanera NorteCómodo acceso a Cdad. Universitaria y Aeroparque Jorge NewberyRápida conexión a principales Avenidas:Avda. Figueroa AlcortaAvda. del LibertadorAvda. Lugones ENTREGA INMEDIATAMatr. CMCPLM No.  768CUCICBA      No. 6481Tel: +54 (11)    Tel: +54 (11)    iMESSAGE: tp:// -  - FAUSTINO PAEZ",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/OT5mSHkHqFhrMuy7cqelvOWJeBc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/FAU573_2.JPG%3F1501537062
